employee_id,name,age,gender,department,position,years_at_company,salary,performance_score,overtime_hours,satisfaction_score,has_resigned
404,직원404,27,F,마케팅,대리,14,94770000,66.7,26,4.0,0
405,직원405,52,M,기획,과장,21,142112000,99.0,28,1.89,1
406,직원406,27,F,재무,사원,23,94460000,85.1,23,4.98,1
407,직원407,38,F,개발,대리,12,127405200,78.0,23,1.67,0
408,직원408,42,F,개발,사원,19,54264000,63.2,20,4.16,0
409,직원409,51,F,기획,대리,6,46293000,86.8,12,3.82,0
410,직원410,34,M,영업,차장,12,130800000,65.5,30,2.29,0
411,직원411,39,M,영업,사원,24,44790000,86.8,22,2.32,0
412,직원412,43,M,인사,과장,13,154832000,99.2,15,3.25,0
413,직원413,33,M,마케팅,과장,8,67280000,81.3,18,4.41,0
414,직원414,28,M,마케팅,사원,16,96600000,68.6,24,2.54,0
415,직원415,39,F,기획,대리,2,154024000,85.0,21,1.24,0
416,직원416,32,M,영업,과장,22,57424000,80.5,21,2.5,1
417,직원417,25,F,개발,사원,7,87912000,81.3,16,1.83,0
418,직원418,31,M,개발,차장,12,189696000,79.1,19,4.76,0
419,직원419,55,M,개발,부장,7,282630000,86.9,17,3.79,0
420,직원420,42,M,인사,사원,19,67590000,82.9,16,1.2,0
421,직원421,36,M,개발,사원,14,143268000,99.5,14,2.17,1
422,직원422,54,F,개발,대리,9,181818000,93.0,17,1.2,1
423,직원423,57,M,기획,과장,18,191120000,70.6,19,4.32,0
424,직원424,31,F,개발,사원,11,107232000,89.0,20,4.63,0
425,직원425,52,F,개발,사원,16,141288000,68.6,26,1.45,1
426,직원426,27,M,개발,대리,19,81198000,91.3,22,2.76,0
427,직원427,30,F,개발,부장,11,213420000,65.9,25,4.73,0
428,직원428,55,F,마케팅,대리,18,91351000,78.9,20,1.58,1
429,직원429,39,M,기획,대리,11,101608000,91.6,19,2.17,0
430,직원430,31,F,재무,부장,4,254700000,71.2,16,2.22,0
431,직원431,54,M,마케팅,과장,18,92928000,93.5,20,1.12,0
432,직원432,51,M,마케팅,과장,19,105648000,85.8,20,1.15,1
433,직원433,41,F,영업,과장,13,110608000,75.9,20,4.81,0
434,직원434,42,F,개발,부장,4,132570000,76.9,14,3.28,0
435,직원435,46,F,개발,과장,10,99206400,97.0,12,2.23,1
436,직원436,50,F,기획,차장,22,102880000,68.7,13,2.51,0
437,직원437,51,F,개발,과장,5,99206400,87.7,19,3.86,0
438,직원438,48,F,개발,과장,3,170707200,88.3,30,2.47,0
439,직원439,32,F,마케팅,사원,16,95360000,96.9,16,1.91,0
440,직원440,45,M,마케팅,대리,8,54158000,88.5,17,1.41,1
441,직원441,53,M,개발,과장,24,126240000,83.4,15,3.92,0
442,직원442,45,M,개발,사원,7,70092000,96.1,17,1.72,0
443,직원443,27,F,마케팅,과장,19,77920000,93.2,21,1.28,1
444,직원444,55,F,영업,사원,14,58860000,88.7,19,2.71,1
445,직원445,51,F,개발,차장,15,75816000,61.3,25,1.16,1
446,직원446,51,M,마케팅,사원,17,102430000,74.9,20,4.86,1
447,직원447,33,M,영업,차장,21,135260000,85.3,23,3.51,0
448,직원448,57,M,재무,과장,1,64880000,80.9,11,1.61,1
449,직원449,57,F,마케팅,사원,6,33330000,72.8,16,1.69,1
450,직원450,50,M,개발,대리,23,102897600,65.8,19,3.28,1
451,직원451,52,M,마케팅,사원,15,106070000,82.1,22,2.43,0
452,직원452,55,F,인사,대리,12,56706000,71.4,15,4.1,0
453,직원453,25,M,개발,대리,21,61230000,69.3,26,3.18,0
454,직원454,44,M,마케팅,사원,20,85190000,76.0,19,2.73,0
455,직원455,36,M,개발,부장,2,163290000,91.4,16,4.85,0
456,직원456,41,F,개발,사원,5,83760000,79.5,16,2.56,0
457,직원457,39,M,마케팅,과장,9,164160000,68.7,23,2.6,1
458,직원458,58,F,개발,대리,20,68936400,64.7,16,3.66,0
459,직원459,40,F,재무,과장,14,48944000,80.0,16,4.24,0
460,직원460,28,M,영업,대리,18,71812000,91.8,18,3.5,1
461,직원461,32,M,마케팅,과장,22,108752000,86.1,14,3.79,0
462,직원462,58,F,마케팅,과장,8,73248000,69.3,26,2.49,1
463,직원463,49,F,마케팅,과장,2,163216000,77.5,19,2.92,1
464,직원464,39,F,개발,사원,9,44484000,94.2,18,1.79,1
465,직원465,52,F,재무,과장,7,178640000,67.1,30,3.72,0
466,직원466,33,F,기획,사원,18,82770000,81.3,24,1.89,1
467,직원467,26,M,개발,사원,16,57360000,74.2,15,1.01,1
468,직원468,41,F,개발,대리,21,84442800,65.0,22,4.74,1
469,직원469,34,M,개발,대리,5,167700000,62.0,26,2.22,1
470,직원470,33,F,영업,대리,23,67093000,82.2,15,1.79,1
471,직원471,55,M,영업,과장,15,188800000,60.8,21,2.07,0
472,직원472,26,F,재무,대리,5,43004000,64.1,21,2.32,0
473,직원473,48,M,인사,대리,11,109707000,73.9,15,2.9,0
474,직원474,43,M,마케팅,사원,22,73070000,61.7,19,1.28,0
475,직원475,41,F,영업,과장,14,85824000,76.0,25,1.21,1
476,직원476,34,F,영업,과장,19,50944000,65.2,23,2.17,1
477,직원477,52,M,영업,대리,3,108212000,74.0,22,2.18,0
478,직원478,52,M,마케팅,과장,24,135728000,91.6,24,1.47,0
479,직원479,25,M,영업,대리,10,42185000,85.1,22,2.62,1
480,직원480,27,F,영업,대리,6,148590000,77.8,23,2.14,1
481,직원481,39,F,영업,대리,3,145379000,63.7,20,1.1,0
482,직원482,34,F,영업,과장,2,142784000,84.8,24,4.54,0
483,직원483,45,F,인사,과장,13,56304000,66.5,25,4.54,0
484,직원484,39,M,영업,사원,18,69070000,63.1,12,1.84,0
485,직원485,47,F,영업,사원,2,32760000,86.6,20,1.65,0
486,직원486,38,F,영업,사원,15,81010000,96.5,23,3.19,0
487,직원487,39,F,마케팅,과장,5,188752000,78.4,22,3.52,1
488,직원488,34,F,개발,차장,15,181752000,61.6,14,4.83,0
489,직원489,33,F,개발,대리,21,118606800,95.2,18,2.51,0
490,직원490,29,M,영업,사원,17,70530000,62.7,15,3.47,0
491,직원491,49,F,영업,과장,2,156992000,94.7,26,4.51,0
492,직원492,50,M,기획,차장,18,181460000,75.7,17,2.8,0
493,직원493,32,F,마케팅,차장,15,62820000,74.6,20,1.49,0
494,직원494,46,F,마케팅,과장,20,75472000,81.7,16,2.51,1
495,직원495,49,F,개발,차장,23,247512000,98.3,23,1.55,1
496,직원496,36,F,개발,사원,3,104568000,95.9,21,1.07,1
497,직원497,33,M,인사,사원,5,33990000,78.8,15,4.01,0
498,직원498,34,M,개발,사원,11,93156000,87.8,24,1.95,1
499,직원499,34,F,영업,과장,9,148080000,83.2,18,1.01,1
500,직원500,33,M,영업,사원,5,32380000,87.7,19,4.49,0
